时间,力值 1#,力值 2#,力值 3#,合力
'2025-08-11 20:10:46.493,-0.09,-0.1,-3.14,3.142880844
'2025-08-11 20:10:46.499,-0.09,-0.09,-3.15,3.15257038
'2025-08-11 20:10:46.506,-0.08,-0.08,-3.16,3.162024668
'2025-08-11 20:10:46.512,-0.06,-0.08,-3.17,3.171576895
'2025-08-11 20:10:46.519,-0.06,-0.06,-3.18,3.181131874
'2025-08-11 20:10:46.526,-0.04,-0.05,-3.18,3.180644589
'2025-08-11 20:10:46.532,-0.03,-0.04,-3.19,3.190391825
'2025-08-11 20:10:46.539,0,-0.02,-3.2,3.200062499
'2025-08-11 20:10:46.546,0.01,0.02,-3.22,3.220077639
'2025-08-11 20:10:46.553,0.03,0.03,-3.23,3.230278626
'2025-08-11 20:10:46.559,0.04,0.05,-3.23,3.230634613
'2025-08-11 20:10:46.565,0.06,0.06,-3.22,3.221117818
'2025-08-11 20:10:46.572,0.07,0.09,-3.2,3.202030606
'2025-08-11 20:10:46.578,0.08,0.1,-3.17,3.172585696
'2025-08-11 20:10:46.584,0.09,0.12,-3.16,3.163558123
'2025-08-11 20:10:46.590,0.12,0.13,-3.17,3.17493307
'2025-08-11 20:10:46.597,0.13,0.15,-3.17,3.176208431
'2025-08-11 20:10:46.603,0.14,0.16,-3.18,3.187098994
'2025-08-11 20:10:46.610,0.15,0.17,-3.19,3.198046279
'2025-08-11 20:10:46.616,0.17,0.17,-3.19,3.199046733
'2025-08-11 20:10:46.623,0.18,0.19,-3.19,3.200718669
'2025-08-11 20:10:46.629,0.19,0.2,-3.17,3.181980515
'2025-08-11 20:10:46.635,0.2,0.21,-3.17,3.183237346
'2025-08-11 20:10:46.643,0.22,0.21,-3.16,3.174602337
'2025-08-11 20:10:46.649,0.23,0.23,-3.16,3.176696397
'2025-08-11 20:10:46.656,0.24,0.24,-3.15,3.168232946
'2025-08-11 20:10:46.662,0.26,0.25,-3.14,3.160648668
'2025-08-11 20:10:46.668,0.28,0.27,-3.14,3.164000632
'2025-08-11 20:10:46.674,0.3,0.29,-3.14,3.167601616
'2025-08-11 20:10:46.681,0.31,0.31,-3.15,3.180361615
'2025-08-11 20:10:46.688,0.32,0.32,-3.15,3.182341905
'2025-08-11 20:10:46.694,0.35,0.33,-3.15,3.186518476
'2025-08-11 20:10:46.700,0.36,0.35,-3.14,3.179889935
'2025-08-11 20:10:46.707,0.37,0.36,-3.11,3.15255452
'2025-08-11 20:10:46.713,0.38,0.36,-3.09,3.134022974
'2025-08-11 20:10:46.720,0.4,0.37,-3.08,3.127826722
'2025-08-11 20:10:46.726,0.42,0.38,-3.08,3.131644935
'2025-08-11 20:10:46.732,0.43,0.38,-3.08,3.133001756
'2025-08-11 20:10:46.739,0.44,0.38,-3.08,3.134389893
'2025-08-11 20:10:46.745,0.45,0.38,-3.08,3.135809305
'2025-08-11 20:10:46.752,0.46,0.38,-3.08,3.137259951
'2025-08-11 20:10:46.758,0.47,0.38,-3.08,3.138741786
'2025-08-11 20:10:46.765,0.48,0.37,-3.08,3.139060369
'2025-08-11 20:10:46.771,0.49,0.37,-3.08,3.140605037
'2025-08-11 20:10:46.778,0.5,0.36,-3.08,3.141018943
'2025-08-11 20:10:46.785,0.51,0.36,-3.06,3.123027377
'2025-08-11 20:10:46.791,0.52,0.36,-3.05,3.114883625
'2025-08-11 20:10:46.797,0.54,0.36,-3.05,3.118284785
'2025-08-11 20:10:46.803,0.55,0.37,-3.05,3.121201692
'2025-08-11 20:10:46.810,0.56,0.37,-3.05,3.122979347
'2025-08-11 20:10:46.817,0.57,0.37,-3.05,3.124787993
'2025-08-11 20:10:46.823,0.59,0.38,-3.05,3.129696471
'2025-08-11 20:10:46.829,0.6,0.38,-3.04,3.121858421
'2025-08-11 20:10:46.836,0.61,0.38,-3.02,3.104335678
'2025-08-11 20:10:46.843,0.62,0.38,-3.01,3.096594904
'2025-08-11 20:10:46.850,0.63,0.37,-3.01,3.097402137
'2025-08-11 20:10:46.857,0.64,0.36,-3.01,3.098273713
'2025-08-11 20:10:46.863,0.65,0.35,-3.02,3.108922643
'2025-08-11 20:10:46.870,0.65,0.34,-3.02,3.107812736
'2025-08-11 20:10:46.876,0.66,0.32,-3.02,3.107796647
'2025-08-11 20:10:46.884,0.67,0.29,-3.02,3.106992115
'2025-08-11 20:10:46.894,0.67,0.28,-3.02,3.106074693
'2025-08-11 20:10:46.901,0.68,0.26,-3.02,3.106509295
'2025-08-11 20:10:46.908,0.69,0.25,-3.02,3.107893177
'2025-08-11 20:10:46.914,0.69,0.24,-3.02,3.107104762
'2025-08-11 20:10:46.921,0.69,0.23,-3.01,3.096627197
'2025-08-11 20:10:46.927,0.7,0.23,-3.01,3.098870762
'2025-08-11 20:10:46.934,0.72,0.22,-3.01,3.102724609
'2025-08-11 20:10:46.940,0.72,0.21,-3.02,3.11173585
'2025-08-11 20:10:46.947,0.72,0.2,-3.04,3.130495168
'2025-08-11 20:10:46.953,0.72,0.19,-3.04,3.129872202
'2025-08-11 20:10:46.960,0.73,0.18,-3.04,3.131597037
'2025-08-11 20:10:46.966,0.73,0.16,-3.04,3.13051114
'2025-08-11 20:10:46.973,0.73,0.15,-3.04,3.130015974
'2025-08-11 20:10:46.979,0.73,0.14,-3.04,3.129552684
'2025-08-11 20:10:46.986,0.73,0.12,-3.05,3.138439102
'2025-08-11 20:10:46.992,0.73,0.09,-3.07,3.156881372
'2025-08-11 20:10:46.999,0.73,0.07,-3.07,3.156374502
'2025-08-11 20:10:47.005,0.72,0.06,-3.07,3.153870638
'2025-08-11 20:10:47.012,0.71,0.05,-3.07,3.151428248
'2025-08-11 20:10:47.018,0.7,0.02,-3.06,3.139108154
'2025-08-11 20:10:47.025,0.69,0.01,-3.06,3.136845549
'2025-08-11 20:10:47.032,0.68,-0.01,-3.06,3.134661066
'2025-08-11 20:10:47.039,0.67,-0.02,-3.06,3.132554868
'2025-08-11 20:10:47.045,0.66,-0.04,-3.07,3.140398064
'2025-08-11 20:10:47.052,0.66,-0.05,-3.09,3.160094935
'2025-08-11 20:10:47.058,0.65,-0.06,-3.11,3.177766511
'2025-08-11 20:10:47.064,0.64,-0.07,-3.12,3.185733824
'2025-08-11 20:10:47.071,0.64,-0.1,-3.14,3.206119149
'2025-08-11 20:10:47.078,0.64,-0.11,-3.2,3.265225873
'2025-08-11 20:10:47.085,0.63,-0.13,-3.24,3.303240833
'2025-08-11 20:10:47.091,0.63,-0.14,-3.28,3.342887973
'2025-08-11 20:10:47.098,0.62,-0.18,-3.36,3.421461676
'2025-08-11 20:10:47.104,0.61,-0.2,-3.45,3.509216437
'2025-08-11 20:10:47.111,0.6,-0.21,-3.48,3.537583921
'2025-08-11 20:10:47.117,0.57,-0.23,-3.5,3.553561594
'2025-08-11 20:10:47.124,0.56,-0.26,-3.52,3.573737539
'2025-08-11 20:10:47.130,0.53,-0.28,-3.55,3.600249991
'2025-08-11 20:10:47.136,0.52,-0.29,-3.58,3.62917346
'2025-08-11 20:10:47.143,0.47,-0.3,-3.6,3.642924649
'2025-08-11 20:10:47.150,0.46,-0.33,-3.62,3.664000546
'2025-08-11 20:10:47.157,0.43,-0.34,-3.63,3.671157856
'2025-08-11 20:10:47.163,0.41,-0.35,-3.63,3.669809259
'2025-08-11 20:10:47.170,0.37,-0.36,-3.63,3.66652424
'2025-08-11 20:10:47.176,0.35,-0.37,-3.63,3.665555892
'2025-08-11 20:10:47.182,0.32,-0.38,-3.63,3.663836787
'2025-08-11 20:10:47.189,0.31,-0.39,-3.63,3.664027838
'2025-08-11 20:10:47.195,0.26,-0.4,-3.63,3.661215645
'2025-08-11 20:10:47.201,0.24,-0.42,-3.63,3.662089567
'2025-08-11 20:10:47.208,0.22,-0.43,-3.62,3.652081598
'2025-08-11 20:10:47.214,0.19,-0.44,-3.62,3.651588695
'2025-08-11 20:10:47.221,0.14,-0.45,-3.61,3.640631813
'2025-08-11 20:10:47.228,0.12,-0.47,-3.61,3.642444234
'2025-08-11 20:10:47.234,0.1,-0.48,-3.61,3.643144246
'2025-08-11 20:10:47.240,0.07,-0.49,-3.62,3.653683073
'2025-08-11 20:10:47.247,0.02,-0.49,-3.62,3.653067204
'2025-08-11 20:10:47.253,-0.01,-0.5,-3.62,3.654380933
'2025-08-11 20:10:47.259,-0.04,-0.51,-3.61,3.646066374
'2025-08-11 20:10:47.267,-0.06,-0.51,-3.61,3.646340631
'2025-08-11 20:10:47.273,-0.11,-0.52,-3.61,3.648917648
'2025-08-11 20:10:47.279,-0.13,-0.52,-3.61,3.649575318
'2025-08-11 20:10:47.286,-0.16,-0.53,-3.59,3.632437198
'2025-08-11 20:10:47.293,-0.18,-0.53,-3.57,3.61361315
'2025-08-11 20:10:47.299,-0.23,-0.53,-3.56,3.606577325
'2025-08-11 20:10:47.306,-0.24,-0.54,-3.54,3.588983143
'2025-08-11 20:10:47.312,-0.27,-0.54,-3.53,3.581256763
'2025-08-11 20:10:47.319,-0.29,-0.55,-3.53,3.584340944
'2025-08-11 20:10:47.326,-0.34,-0.55,-3.53,3.588732367
'2025-08-11 20:10:47.332,-0.36,-0.56,-3.53,3.592227721
'2025-08-11 20:10:47.339,-0.38,-0.57,-3.52,3.586042387
'2025-08-11 20:10:47.345,-0.4,-0.57,-3.51,3.578407467
'2025-08-11 20:10:47.352,-0.45,-0.58,-3.51,3.585944785
'2025-08-11 20:10:47.359,-0.48,-0.58,-3.51,3.589832865
'2025-08-11 20:10:47.365,-0.5,-0.59,-3.52,3.60395616
'2025-08-11 20:10:47.371,-0.52,-0.59,-3.52,3.606785272
'2025-08-11 20:10:47.378,-0.57,-0.59,-3.52,3.61433258
'2025-08-11 20:10:47.384,-0.58,-0.59,-3.52,3.615923119
'2025-08-11 20:10:47.390,-0.6,-0.59,-3.51,3.609459793
'2025-08-11 20:10:47.397,-0.62,-0.59,-3.51,3.612838219
'2025-08-11 20:10:47.404,-0.66,-0.59,-3.51,3.619917126
'2025-08-11 20:10:47.410,-0.67,-0.59,-3.51,3.621753719
'2025-08-11 20:10:47.417,-0.68,-0.59,-3.51,3.623616978
'2025-08-11 20:10:47.423,-0.7,-0.59,-3.5,3.617747918
'2025-08-11 20:10:47.430,-0.71,-0.59,-3.5,3.61969612
'2025-08-11 20:10:47.436,-0.72,-0.59,-3.49,3.612007752
'2025-08-11 20:10:47.442,-0.73,-0.59,-3.47,3.594704438
'2025-08-11 20:10:47.448,-0.74,-0.59,-3.46,3.587101894
'2025-08-11 20:10:47.454,-0.76,-0.59,-3.46,3.591281108
'2025-08-11 20:10:47.461,-0.76,-0.59,-3.46,3.591281108
'2025-08-11 20:10:47.467,-0.77,-0.59,-3.44,3.574157243
'2025-08-11 20:10:47.474,-0.77,-0.59,-3.43,3.56453363
'2025-08-11 20:10:47.480,-0.79,-0.59,-3.43,3.568907396
'2025-08-11 20:10:47.486,-0.79,-0.58,-3.43,3.567267862
'2025-08-11 20:10:47.493,-0.8,-0.58,-3.43,3.569495763
'2025-08-11 20:10:47.499,-0.8,-0.57,-3.44,3.577499126
'2025-08-11 20:10:47.506,-0.81,-0.57,-3.45,3.589359274
'2025-08-11 20:10:47.513,-0.81,-0.56,-3.45,3.587784832
'2025-08-11 20:10:47.520,-0.8,-0.55,-3.45,3.583992187
'2025-08-11 20:10:47.526,-0.8,-0.55,-3.44,3.574367077
'2025-08-11 20:10:47.533,-0.8,-0.54,-3.44,3.572842006
'2025-08-11 20:10:47.539,-0.79,-0.53,-3.44,3.569117538
'2025-08-11 20:10:47.545,-0.79,-0.53,-3.44,3.569117538
'2025-08-11 20:10:47.552,-0.78,-0.53,-3.44,3.566917437
'2025-08-11 20:10:47.559,-0.76,-0.52,-3.44,3.561123418
'2025-08-11 20:10:47.566,-0.75,-0.51,-3.43,3.547886695
'2025-08-11 20:10:47.572,-0.74,-0.5,-3.42,3.534685276
'2025-08-11 20:10:47.579,-0.73,-0.49,-3.42,3.531203761
'2025-08-11 20:10:47.584,-0.71,-0.48,-3.42,3.525748148
'2025-08-11 20:10:47.590,-0.69,-0.46,-3.43,3.528824167
'2025-08-11 20:10:47.598,-0.68,-0.45,-3.43,3.525592149
'2025-08-11 20:10:47.604,-0.67,-0.44,-3.43,3.522413945
'2025-08-11 20:10:47.611,-0.63,-0.43,-3.43,3.513787131
'2025-08-11 20:10:47.617,-0.62,-0.4,-3.43,3.508461201
'2025-08-11 20:10:47.623,-0.6,-0.4,-3.44,3.51476884
'2025-08-11 20:10:47.630,-0.58,-0.38,-3.44,3.50918794
'2025-08-11 20:10:47.636,-0.53,-0.37,-3.44,3.500199994
'2025-08-11 20:10:47.643,-0.51,-0.36,-3.44,3.496183634
'2025-08-11 20:10:47.649,-0.49,-0.34,-3.46,3.511025491
'2025-08-11 20:10:47.655,-0.47,-0.33,-3.47,3.517200591
'2025-08-11 20:10:47.662,-0.43,-0.32,-3.49,3.53092056
'2025-08-11 20:10:47.668,-0.4,-0.3,-3.51,3.545433683
'2025-08-11 20:10:47.674,-0.38,-0.29,-3.54,3.572128217
'2025-08-11 20:10:47.682,-0.35,-0.28,-3.54,3.568262883
'2025-08-11 20:10:47.688,-0.3,-0.26,-3.54,3.562190337
'2025-08-11 20:10:47.694,-0.28,-0.22,-3.53,3.547914881
'2025-08-11 20:10:47.701,-0.25,-0.21,-3.54,3.555024613
'2025-08-11 20:10:47.707,-0.23,-0.19,-3.54,3.552548381
'2025-08-11 20:10:47.714,-0.18,-0.18,-3.56,3.56908952
'2025-08-11 20:10:47.720,-0.16,-0.14,-3.57,3.576324929
'2025-08-11 20:10:47.726,-0.14,-0.12,-3.58,3.584745458
'2025-08-11 20:10:47.733,-0.12,-0.1,-3.58,3.583406201
'2025-08-11 20:10:47.740,-0.07,-0.09,-3.58,3.581815182
'2025-08-11 20:10:47.746,-0.06,-0.06,-3.58,3.581005445
'2025-08-11 20:10:47.753,-0.04,-0.04,-3.58,3.580446899
'2025-08-11 20:10:47.759,-0.01,-0.03,-3.59,3.590139273
'2025-08-11 20:10:47.766,0.04,-0.02,-3.59,3.590278541
'2025-08-11 20:10:47.775,0.07,0.02,-3.59,3.590738086
'2025-08-11 20:10:47.781,0.1,0.03,-3.58,3.581522023
'2025-08-11 20:10:47.787,0.13,0.05,-3.57,3.572716054
'2025-08-11 20:10:47.794,0.18,0.06,-3.57,3.575038461
'2025-08-11 20:10:47.801,0.2,0.08,-3.58,3.586474592
'2025-08-11 20:10:47.807,0.23,0.1,-3.58,3.588774164
'2025-08-11 20:10:47.812,0.25,0.11,-3.58,3.590403877
'2025-08-11 20:10:47.819,0.29,0.12,-3.58,3.593730652
'2025-08-11 20:10:47.826,0.32,0.15,-3.57,3.587450348
'2025-08-11 20:10:47.832,0.34,0.16,-3.55,3.569831929
'2025-08-11 20:10:47.843,0.36,0.17,-3.54,3.562316662
'2025-08-11 20:10:47.853,0.43,0.19,-3.54,3.571078269
'2025-08-11 20:10:47.860,0.45,0.21,-3.54,3.574660823
'2025-08-11 20:10:47.868,0.48,0.22,-3.54,3.579161913
'2025-08-11 20:10:47.874,0.5,0.24,-3.53,3.573303793
'2025-08-11 20:10:47.879,0.53,0.25,-3.53,3.578309657
'2025-08-11 20:10:47.887,0.56,0.27,-3.54,3.594175844
'2025-08-11 20:10:47.893,0.57,0.28,-3.56,3.616199663
'2025-08-11 20:10:47.901,0.58,0.29,-3.56,3.618577068
'2025-08-11 20:10:47.907,0.6,0.29,-3.56,3.621836551
'2025-08-11 20:10:47.914,0.61,0.3,-3.54,3.604677517
'2025-08-11 20:10:47.920,0.62,0.31,-3.51,3.577792616
'2025-08-11 20:10:47.928,0.63,0.32,-3.5,3.570616193
'2025-08-11 20:10:47.934,0.65,0.33,-3.5,3.57510839
'2025-08-11 20:10:47.941,0.66,0.33,-3.5,3.576940033
'2025-08-11 20:10:47.947,0.66,0.33,-3.5,3.576940033
'2025-08-11 20:10:47.953,0.66,0.33,-3.5,3.576940033
'2025-08-11 20:10:47.959,0.67,0.33,-3.49,3.569019473
'2025-08-11 20:10:47.966,0.67,0.33,-3.48,3.559241492
'2025-08-11 20:10:47.973,0.68,0.33,-3.48,3.561137459
'2025-08-11 20:10:47.979,0.68,0.33,-3.48,3.561137459
'2025-08-11 20:10:47.985,0.68,0.33,-3.49,3.570910248
'2025-08-11 20:10:47.991,0.68,0.32,-3.49,3.57
'2025-08-11 20:10:47.998,0.68,0.32,-3.48,3.560224712
'2025-08-11 20:10:48.007,0.67,0.32,-3.48,3.558328259
'2025-08-11 20:10:48.014,0.66,0.31,-3.48,3.55557309
'2025-08-11 20:10:48.020,0.66,0.31,-3.48,3.55557309
'2025-08-11 20:10:48.026,0.66,0.31,-3.49,3.565361132
'2025-08-11 20:10:48.034,0.65,0.31,-3.49,3.563523537
'2025-08-11 20:10:48.040,0.63,0.31,-3.49,3.559929775
'2025-08-11 20:10:48.046,0.62,0.31,-3.49,3.558173689
'2025-08-11 20:10:48.052,0.61,0.3,-3.49,3.555587153
'2025-08-11 20:10:48.058,0.6,0.3,-3.49,3.553885198
'2025-08-11 20:10:48.066,0.59,0.3,-3.5,3.562035935
'2025-08-11 20:10:48.072,0.57,0.28,-3.51,3.566987525
'2025-08-11 20:10:48.079,0.55,0.27,-3.51,3.563074515
'2025-08-11 20:10:48.085,0.54,0.26,-3.51,3.560800472
'2025-08-11 20:10:48.091,0.51,0.26,-3.5,3.546505322
'2025-08-11 20:10:48.098,0.49,0.23,-3.5,3.541609803
'2025-08-11 20:10:48.106,0.47,0.22,-3.52,3.558047217
'2025-08-11 20:10:48.112,0.45,0.21,-3.53,3.564758056
'2025-08-11 20:10:48.119,0.41,0.2,-3.53,3.559353874
'2025-08-11 20:10:48.125,0.39,0.19,-3.53,3.556557324
'2025-08-11 20:10:48.133,0.37,0.18,-3.53,3.553899267
'2025-08-11 20:10:48.139,0.35,0.17,-3.53,3.551380013
'2025-08-11 20:10:48.145,0.31,0.17,-3.53,3.547661201
'2025-08-11 20:10:48.153,0.29,0.15,-3.54,3.555024613
'2025-08-11 20:10:48.159,0.27,0.15,-3.55,3.563411287
'2025-08-11 20:10:48.166,0.25,0.14,-3.55,3.561544609
'2025-08-11 20:10:48.172,0.21,0.13,-3.55,3.558581178
'2025-08-11 20:10:48.179,0.19,0.11,-3.54,3.546801376
'2025-08-11 20:10:48.185,0.17,0.1,-3.54,3.545490093
'2025-08-11 20:10:48.191,0.15,0.09,-3.54,3.544319399
'2025-08-11 20:10:48.198,0.11,0.08,-3.55,3.552604678
'2025-08-11 20:10:48.204,0.09,0.05,-3.56,3.561488453
'2025-08-11 20:10:48.210,0.06,0.04,-3.56,3.560730262
'2025-08-11 20:10:48.217,0.04,0.03,-3.56,3.560351106
'2025-08-11 20:10:48.224,-0.01,0.01,-3.56,3.56002809
'2025-08-11 20:10:48.230,-0.03,-0.01,-3.55,3.550140842
'2025-08-11 20:10:48.237,-0.05,-0.03,-3.56,3.560477496
'2025-08-11 20:10:48.244,-0.06,-0.04,-3.58,3.580726183
'2025-08-11 20:10:48.250,-0.1,-0.05,-3.58,3.581745385
'2025-08-11 20:10:48.256,-0.12,-0.07,-3.58,3.582694517
'2025-08-11 20:10:48.263,-0.14,-0.09,-3.58,3.583866627
'2025-08-11 20:10:48.269,-0.16,-0.1,-3.58,3.584968619
'2025-08-11 20:10:48.275,-0.2,-0.1,-3.57,3.576995946
'2025-08-11 20:10:48.282,-0.21,-0.12,-3.57,3.578183897
'2025-08-11 20:10:48.289,-0.23,-0.13,-3.57,3.579762562
'2025-08-11 20:10:48.295,-0.24,-0.13,-3.57,3.58041897
'2025-08-11 20:10:48.302,-0.28,-0.14,-3.56,3.573737539
'2025-08-11 20:10:48.308,-0.3,-0.16,-3.55,3.566244523
'2025-08-11 20:10:48.315,-0.32,-0.16,-3.55,3.567982623
'2025-08-11 20:10:48.321,-0.34,-0.17,-3.55,3.570294106
'2025-08-11 20:10:48.328,-0.38,-0.18,-3.56,3.584745458
'2025-08-11 20:10:48.335,-0.4,-0.21,-3.58,3.608392994
'2025-08-11 20:10:48.341,-0.42,-0.22,-3.59,3.621173843
'2025-08-11 20:10:48.348,-0.44,-0.23,-3.59,3.62416887
'2025-08-11 20:10:48.355,-0.48,-0.24,-3.58,3.62
'2025-08-11 20:10:48.361,-0.5,-0.26,-3.57,3.614208074
'2025-08-11 20:10:48.367,-0.52,-0.27,-3.57,3.617761739
'2025-08-11 20:10:48.374,-0.54,-0.27,-3.57,3.620690542
'2025-08-11 20:10:48.380,-0.57,-0.28,-3.57,3.626044677
'2025-08-11 20:10:48.386,-0.58,-0.28,-3.57,3.62763008
'2025-08-11 20:10:48.392,-0.6,-0.28,-3.56,3.621049572
'2025-08-11 20:10:48.400,-0.62,-0.29,-3.55,3.615383797
'2025-08-11 20:10:48.407,-0.65,-0.29,-3.55,3.620649113
'2025-08-11 20:10:48.414,-0.68,-0.29,-3.55,3.626154988
'2025-08-11 20:10:48.421,-0.69,-0.29,-3.56,3.637829023
'2025-08-11 20:10:48.427,-0.7,-0.29,-3.56,3.639739002
'2025-08-11 20:10:48.434,-0.73,-0.29,-3.56,3.645627518
'2025-08-11 20:10:48.440,-0.75,-0.29,-3.55,3.639931318
'2025-08-11 20:10:48.447,-0.76,-0.29,-3.53,3.62251294
'2025-08-11 20:10:48.454,-0.78,-0.29,-3.53,3.626761641
'2025-08-11 20:10:48.460,-0.81,-0.29,-3.53,3.633331804
'2025-08-11 20:10:48.467,-0.83,-0.3,-3.53,3.638653597
'2025-08-11 20:10:48.474,-0.84,-0.3,-3.53,3.640947679
'2025-08-11 20:10:48.482,-0.85,-0.3,-3.52,3.633579502
'2025-08-11 20:10:48.491,-0.89,-0.31,-3.51,3.634322495
'2025-08-11 20:10:48.498,-0.9,-0.32,-3.5,3.628002205
'2025-08-11 20:10:48.504,-0.91,-0.32,-3.5,3.630495834
'2025-08-11 20:10:48.512,-0.92,-0.32,-3.5,3.633015277
'2025-08-11 20:10:48.519,-0.94,-0.32,-3.5,3.638131389
'2025-08-11 20:10:48.525,-0.95,-0.32,-3.49,3.631115531
'2025-08-11 20:10:48.533,-0.95,-0.32,-3.49,3.631115531
'2025-08-11 20:10:48.540,-0.97,-0.32,-3.49,3.636399318
'2025-08-11 20:10:48.547,-0.98,-0.32,-3.49,3.639079554
'2025-08-11 20:10:48.554,-0.99,-0.32,-3.5,3.651369606
'2025-08-11 20:10:48.560,-0.99,-0.32,-3.49,3.641785276
'2025-08-11 20:10:48.568,-0.99,-0.32,-3.48,3.632203188
'2025-08-11 20:10:48.575,-1.01,-0.32,-3.47,3.628140019
'2025-08-11 20:10:48.582,-1.01,-0.32,-3.46,3.618577068
'2025-08-11 20:10:48.590,-1.02,-0.31,-3.46,3.620511014
'2025-08-11 20:10:48.596,-1.02,-0.31,-3.47,3.63006887
'2025-08-11 20:10:48.602,-1.02,-0.3,-3.46,3.619668493
'2025-08-11 20:10:48.609,-1.02,-0.3,-3.46,3.619668493
'2025-08-11 20:10:48.616,-1.02,-0.29,-3.45,3.60929356
'2025-08-11 20:10:48.623,-1.02,-0.29,-3.45,3.60929356
'2025-08-11 20:10:48.630,-1.03,-0.29,-3.45,3.612132334
'2025-08-11 20:10:48.637,-1.03,-0.28,-3.45,3.61134324
'2025-08-11 20:10:48.643,-1.03,-0.28,-3.46,3.620897679
'2025-08-11 20:10:48.650,-1.03,-0.28,-3.45,3.61134324
'2025-08-11 20:10:48.656,-1.02,-0.27,-3.45,3.607741676
'2025-08-11 20:10:48.662,-1.02,-0.27,-3.45,3.607741676
'2025-08-11 20:10:48.669,-1.02,-0.26,-3.46,3.616572963
'2025-08-11 20:10:48.675,-1.02,-0.26,-3.47,3.6261412
'2025-08-11 20:10:48.682,-1,-0.25,-3.48,3.629448994
'2025-08-11 20:10:48.689,-0.98,-0.24,-3.48,3.623313401
'2025-08-11 20:10:48.696,-0.96,-0.23,-3.47,3.607686239
'2025-08-11 20:10:48.702,-0.94,-0.22,-3.46,3.592158126
'2025-08-11 20:10:48.709,-0.91,-0.21,-3.45,3.574171233
'2025-08-11 20:10:48.715,-0.9,-0.2,-3.45,3.571064267
'2025-08-11 20:10:48.721,-0.89,-0.2,-3.46,3.578225817
'2025-08-11 20:10:48.728,-0.87,-0.19,-3.46,3.572758038
'2025-08-11 20:10:48.735,-0.83,-0.19,-3.46,3.563228873
'2025-08-11 20:10:48.741,-0.82,-0.17,-3.46,3.559901684
'2025-08-11 20:10:48.747,-0.81,-0.17,-3.46,3.557611558
'2025-08-11 20:10:48.754,-0.8,-0.16,-3.46,3.554883964
'2025-08-11 20:10:48.761,-0.78,-0.15,-3.47,3.559747182
'2025-08-11 20:10:48.767,-0.76,-0.13,-3.5,3.583922432
'2025-08-11 20:10:48.773,-0.74,-0.12,-3.52,3.59894429
'2025-08-11 20:10:48.779,-0.72,-0.12,-3.52,3.594885255
'2025-08-11 20:10:48.786,-0.66,-0.1,-3.52,3.582736384
'2025-08-11 20:10:48.792,-0.64,-0.09,-3.51,3.569005464
'2025-08-11 20:10:48.799,-0.62,-0.08,-3.51,3.565234915
'2025-08-11 20:10:48.805,-0.6,-0.08,-3.51,3.561811337
'2025-08-11 20:10:48.812,-0.56,-0.07,-3.52,3.564954418
'2025-08-11 20:10:48.819,-0.53,-0.06,-3.55,3.589846793
'2025-08-11 20:10:48.827,-0.49,-0.06,-3.58,3.613876036
'2025-08-11 20:10:48.833,-0.46,-0.05,-3.58,3.609778387
'2025-08-11 20:10:48.839,-0.41,-0.05,-3.58,3.603748049
'2025-08-11 20:10:48.846,-0.39,-0.03,-3.58,3.601305319
'2025-08-11 20:10:48.852,-0.37,-0.03,-3.6,3.619088283
'2025-08-11 20:10:48.859,-0.34,-0.02,-3.62,3.635986799
'2025-08-11 20:10:48.869,-0.28,-0.01,-3.64,3.650767043
'2025-08-11 20:10:48.875,-0.25,0.01,-3.65,3.658565293
'2025-08-11 20:10:48.882,-0.22,0.02,-3.64,3.646697136
'2025-08-11 20:10:48.889,-0.2,0.04,-3.64,3.645709807
'2025-08-11 20:10:48.896,-0.14,0.05,-3.63,3.633042802
'2025-08-11 20:10:48.903,-0.12,0.05,-3.63,3.632327078
'2025-08-11 20:10:48.910,-0.08,0.06,-3.6,3.601388621
'2025-08-11 20:10:48.916,-0.06,0.07,-3.57,3.571190278
'2025-08-11 20:10:48.922,-0.01,0.07,-3.55,3.550704156
'2025-08-11 20:10:48.929,0.01,0.07,-3.55,3.550704156
'2025-08-11 20:10:48.936,0.05,0.08,-3.56,3.561249781
'2025-08-11 20:10:48.944,0.07,0.08,-3.58,3.581577865
'2025-08-11 20:10:48.952,0.14,0.08,-3.62,3.623589381
'2025-08-11 20:10:48.958,0.17,0.08,-3.63,3.634859007
'2025-08-11 20:10:48.966,0.19,0.09,-3.63,3.636083057
'2025-08-11 20:10:48.972,0.22,0.09,-3.63,3.637774045
'2025-08-11 20:10:48.978,0.27,0.1,-3.63,3.641400829
'2025-08-11 20:10:48.984,0.3,0.12,-3.63,3.644351794
'2025-08-11 20:10:48.991,0.33,0.13,-3.64,3.657239396
'2025-08-11 20:10:48.997,0.35,0.14,-3.65,3.669414122
'2025-08-11 20:10:49.004,0.4,0.14,-3.64,3.664587289
'2025-08-11 20:10:49.010,0.42,0.15,-3.63,3.657294082
'2025-08-11 20:10:49.016,0.44,0.16,-3.59,3.62040053
'2025-08-11 20:10:49.023,0.47,0.16,-3.57,3.604358473
'2025-08-11 20:10:49.029,0.51,0.16,-3.56,3.599902776
'2025-08-11 20:10:49.035,0.54,0.16,-3.55,3.59439842
'2025-08-11 20:10:49.042,0.56,0.16,-3.54,3.58758972
'2025-08-11 20:10:49.048,0.57,0.15,-3.53,3.578868536
