时间,力值 1#,力值 2#,力值 3#,合力
'2025-08-11 20:10:32.717,0.02,0.02,-0.39,0.391024296
'2025-08-11 20:10:32.724,0.02,0.02,-0.39,0.391024296
'2025-08-11 20:10:32.730,0.02,0.02,-0.39,0.391024296
'2025-08-11 20:10:32.736,0.02,0.02,-0.39,0.391024296
'2025-08-11 20:10:32.743,0.02,0,-0.39,0.390512484
'2025-08-11 20:10:32.749,0.02,0,-0.39,0.390512484
'2025-08-11 20:10:32.755,0.02,0,-0.39,0.390512484
'2025-08-11 20:10:32.762,0.02,0,-0.39,0.390512484
'2025-08-11 20:10:32.768,0.02,0,-0.39,0.390512484
'2025-08-11 20:10:32.775,0.02,0,-0.39,0.390512484
'2025-08-11 20:10:32.781,0.02,0,-0.39,0.390512484
'2025-08-11 20:10:32.787,0.02,0,-0.39,0.390512484
'2025-08-11 20:10:32.793,0.02,0,-0.39,0.390512484
'2025-08-11 20:10:32.799,0.02,0.01,-0.39,0.3906405
'2025-08-11 20:10:32.807,0.02,0.01,-0.39,0.3906405
'2025-08-11 20:10:32.813,0.02,0.01,-0.39,0.3906405
'2025-08-11 20:10:32.819,0.02,0.01,-0.39,0.3906405
'2025-08-11 20:10:32.826,0.02,0.01,-0.39,0.3906405
'2025-08-11 20:10:32.832,0.02,0.01,-0.39,0.3906405
'2025-08-11 20:10:32.839,0.02,0.01,-0.39,0.3906405
'2025-08-11 20:10:32.845,0.02,0.01,-0.39,0.3906405
'2025-08-11 20:10:32.852,0.02,0.01,-0.39,0.3906405
'2025-08-11 20:10:32.858,0.02,0.01,-0.39,0.3906405
'2025-08-11 20:10:32.866,0.02,0.01,-0.39,0.3906405
'2025-08-11 20:10:32.872,0.02,0.01,-0.39,0.3906405
'2025-08-11 20:10:32.878,0.02,0.01,-0.39,0.3906405
'2025-08-11 20:10:32.884,0.01,0.01,-0.39,0.390256326
'2025-08-11 20:10:32.890,0.01,0.01,-0.39,0.390256326
'2025-08-11 20:10:32.897,0.01,0.01,-0.39,0.390256326
'2025-08-11 20:10:32.903,0.01,0.01,-0.39,0.390256326
'2025-08-11 20:10:32.909,0.01,0.01,-0.39,0.390256326
'2025-08-11 20:10:32.916,0.01,0.01,-0.39,0.390256326
'2025-08-11 20:10:32.922,0.01,0.01,-0.39,0.390256326
'2025-08-11 20:10:32.928,0.01,0.01,-0.39,0.390256326
'2025-08-11 20:10:32.935,0.01,0.01,-0.39,0.390256326
'2025-08-11 20:10:32.941,0.01,0.01,-0.39,0.390256326
'2025-08-11 20:10:32.948,0.01,0.01,-0.39,0.390256326
'2025-08-11 20:10:32.954,0.01,0.01,-0.39,0.390256326
'2025-08-11 20:10:32.960,0.01,0.01,-0.39,0.390256326
'2025-08-11 20:10:32.966,0.01,0.01,-0.39,0.390256326
'2025-08-11 20:10:32.973,0.01,0.01,-0.39,0.390256326
'2025-08-11 20:10:32.980,0.01,0.01,-0.39,0.390256326
'2025-08-11 20:10:32.986,0.01,0.01,-0.39,0.390256326
'2025-08-11 20:10:32.993,0.01,0.01,-0.39,0.390256326
'2025-08-11 20:10:32.999,0.01,0.01,-0.39,0.390256326
'2025-08-11 20:10:33.005,0.01,0.01,-0.39,0.390256326
'2025-08-11 20:10:33.011,0.01,0.01,-0.39,0.390256326
'2025-08-11 20:10:33.018,0.01,0.01,-0.39,0.390256326
'2025-08-11 20:10:33.025,0.01,0.01,-0.39,0.390256326
'2025-08-11 20:10:33.032,0,0.01,-0.39,0.390128184
'2025-08-11 20:10:33.038,0,0.01,-0.39,0.390128184
'2025-08-11 20:10:33.045,0,0.01,-0.39,0.390128184
'2025-08-11 20:10:33.051,0,0.01,-0.39,0.390128184
'2025-08-11 20:10:33.058,0,0.01,-0.39,0.390128184
'2025-08-11 20:10:33.064,0,0.01,-0.39,0.390128184
'2025-08-11 20:10:33.070,0,0.01,-0.39,0.390128184
'2025-08-11 20:10:33.076,0,0.01,-0.4,0.40012498
'2025-08-11 20:10:33.083,0,0.01,-0.46,0.460108683
'2025-08-11 20:10:33.089,0,0.01,-0.49,0.49010203
'2025-08-11 20:10:33.096,0,0,-0.54,0.54
'2025-08-11 20:10:33.102,0,0,-0.59,0.59
'2025-08-11 20:10:33.109,0,0,-0.64,0.64
'2025-08-11 20:10:33.115,0,0,-0.66,0.66
'2025-08-11 20:10:33.122,0,0,-0.67,0.67
'2025-08-11 20:10:33.128,0,0,-0.68,0.68
'2025-08-11 20:10:33.134,0,0,-0.7,0.7
'2025-08-11 20:10:33.141,0,0,-0.71,0.71
'2025-08-11 20:10:33.147,0,0,-0.72,0.72
'2025-08-11 20:10:33.153,0,0,-0.72,0.72
'2025-08-11 20:10:33.159,0,0,-0.72,0.72
'2025-08-11 20:10:33.166,0,0,-0.72,0.72
'2025-08-11 20:10:33.173,0,0,-0.71,0.71
'2025-08-11 20:10:33.179,0,0,-0.71,0.71
'2025-08-11 20:10:33.185,0,0,-0.72,0.72
'2025-08-11 20:10:33.192,0,0,-0.72,0.72
'2025-08-11 20:10:33.199,0,0,-0.72,0.72
'2025-08-11 20:10:33.205,0,0,-0.73,0.73
'2025-08-11 20:10:33.212,0,0,-0.73,0.73
'2025-08-11 20:10:33.218,0,0,-0.73,0.73
'2025-08-11 20:10:33.224,0,0,-0.73,0.73
'2025-08-11 20:10:33.231,0,0,-0.73,0.73
'2025-08-11 20:10:33.237,0,0,-0.73,0.73
'2025-08-11 20:10:33.244,-0.01,0,-0.74,0.740067564
'2025-08-11 20:10:33.250,-0.01,0,-0.73,0.73006849
'2025-08-11 20:10:33.257,-0.01,0,-0.73,0.73006849
'2025-08-11 20:10:33.263,-0.01,0,-0.73,0.73006849
'2025-08-11 20:10:33.269,-0.01,0,-0.73,0.73006849
'2025-08-11 20:10:33.277,-0.01,0,-0.73,0.73006849
'2025-08-11 20:10:33.283,-0.01,0,-0.73,0.73006849
'2025-08-11 20:10:33.291,-0.01,0,-0.72,0.720069441
'2025-08-11 20:10:33.297,-0.01,0,-0.71,0.710070419
'2025-08-11 20:10:33.305,-0.01,0,-0.71,0.710070419
'2025-08-11 20:10:33.312,-0.01,0,-0.71,0.710070419
'2025-08-11 20:10:33.318,-0.01,0,-0.71,0.710070419
'2025-08-11 20:10:33.324,-0.01,0,-0.71,0.710070419
'2025-08-11 20:10:33.330,-0.01,0,-0.72,0.720069441
'2025-08-11 20:10:33.336,-0.01,0.01,-0.72,0.720138875
'2025-08-11 20:10:33.343,0,0.01,-0.72,0.720069441
'2025-08-11 20:10:33.349,0,0.01,-0.72,0.720069441
'2025-08-11 20:10:33.356,0,0.01,-0.72,0.720069441
'2025-08-11 20:10:33.362,0,0.01,-0.72,0.720069441
'2025-08-11 20:10:33.369,0,0.01,-0.72,0.720069441
'2025-08-11 20:10:33.375,0,0.01,-0.72,0.720069441
'2025-08-11 20:10:33.382,0,0.01,-0.72,0.720069441
'2025-08-11 20:10:33.388,0,0.01,-0.72,0.720069441
'2025-08-11 20:10:33.394,0,0.01,-0.72,0.720069441
'2025-08-11 20:10:33.400,0,0.01,-0.72,0.720069441
'2025-08-11 20:10:33.407,0,0.01,-0.72,0.720069441
'2025-08-11 20:10:33.413,0,0.01,-0.72,0.720069441
'2025-08-11 20:10:33.419,0,0.01,-0.72,0.720069441
'2025-08-11 20:10:33.425,0,0.01,-0.72,0.720069441
'2025-08-11 20:10:33.431,0,0.01,-0.72,0.720069441
'2025-08-11 20:10:33.438,0,0.01,-0.72,0.720069441
'2025-08-11 20:10:33.444,0,0.01,-0.72,0.720069441
'2025-08-11 20:10:33.451,0.01,0.01,-0.72,0.720138875
'2025-08-11 20:10:33.458,0.01,0.01,-0.72,0.720138875
'2025-08-11 20:10:33.464,0.01,0.01,-0.72,0.720138875
'2025-08-11 20:10:33.472,0.01,0.01,-0.72,0.720138875
'2025-08-11 20:10:33.480,0.01,0.01,-0.72,0.720138875
'2025-08-11 20:10:33.486,0.01,0.01,-0.72,0.720138875
'2025-08-11 20:10:33.492,0.01,0.01,-0.72,0.720138875
'2025-08-11 20:10:33.499,0.02,0.01,-0.72,0.720347139
'2025-08-11 20:10:33.505,0.02,0.01,-0.72,0.720347139
'2025-08-11 20:10:33.512,0.02,0.01,-0.72,0.720347139
'2025-08-11 20:10:33.518,0.02,0.01,-0.72,0.720347139
'2025-08-11 20:10:33.525,0.02,0.01,-0.72,0.720347139
'2025-08-11 20:10:33.531,0.02,0.01,-0.72,0.720347139
'2025-08-11 20:10:33.537,0.03,0.01,-0.72,0.72069411
'2025-08-11 20:10:33.543,0.03,0.01,-0.72,0.72069411
'2025-08-11 20:10:33.550,0.03,0.01,-0.72,0.72069411
'2025-08-11 20:10:33.556,0.03,0.01,-0.72,0.72069411
'2025-08-11 20:10:33.564,0.03,0.01,-0.72,0.72069411
'2025-08-11 20:10:33.570,0.04,0.01,-0.72,0.721179589
'2025-08-11 20:10:33.576,0.04,0.01,-0.71,0.711196175
'2025-08-11 20:10:33.582,0.04,0.01,-0.71,0.711196175
'2025-08-11 20:10:33.589,0.04,0.01,-0.71,0.711196175
'2025-08-11 20:10:33.595,0.04,0.01,-0.71,0.711196175
'2025-08-11 20:10:33.602,0.04,0.01,-0.72,0.721179589
'2025-08-11 20:10:33.608,0.04,0.01,-0.72,0.721179589
'2025-08-11 20:10:33.614,0.04,0.01,-0.72,0.721179589
'2025-08-11 20:10:33.620,0.04,0.01,-0.71,0.711196175
'2025-08-11 20:10:33.627,0.04,0.01,-0.71,0.711196175
'2025-08-11 20:10:33.633,0.04,0.01,-0.71,0.711196175
'2025-08-11 20:10:33.640,0.05,0.01,-0.71,0.711828631
'2025-08-11 20:10:33.647,0.05,0.01,-0.71,0.711828631
'2025-08-11 20:10:33.653,0.05,0.01,-0.71,0.711828631
'2025-08-11 20:10:33.660,0.05,0.01,-0.71,0.711828631
'2025-08-11 20:10:33.667,0.04,0.01,-0.71,0.711196175
'2025-08-11 20:10:33.673,0.04,0.01,-0.71,0.711196175
'2025-08-11 20:10:33.679,0.05,0.01,-0.71,0.711828631
'2025-08-11 20:10:33.686,0.05,0.01,-0.71,0.711828631
'2025-08-11 20:10:33.692,0.05,0.01,-0.71,0.711828631
'2025-08-11 20:10:33.699,0.05,0.01,-0.71,0.711828631
'2025-08-11 20:10:33.705,0.05,0.01,-0.71,0.711828631
'2025-08-11 20:10:33.711,0.06,0.01,-0.71,0.71260087
'2025-08-11 20:10:33.719,0.06,0.01,-0.7,0.702637887
'2025-08-11 20:10:33.726,0.06,0.01,-0.7,0.702637887
'2025-08-11 20:10:33.733,0.06,0.01,-0.7,0.702637887
'2025-08-11 20:10:33.741,0.06,0,-0.7,0.702566723
'2025-08-11 20:10:33.748,0.07,0,-0.7,0.703491293
'2025-08-11 20:10:33.754,0.07,0,-0.7,0.703491293
'2025-08-11 20:10:33.761,0.07,0,-0.7,0.703491293
'2025-08-11 20:10:33.767,0.07,0,-0.7,0.703491293
'2025-08-11 20:10:33.775,0.07,0,-0.7,0.703491293
'2025-08-11 20:10:33.781,0.07,-0.01,-0.7,0.703562364
'2025-08-11 20:10:33.787,0.07,-0.01,-0.7,0.703562364
'2025-08-11 20:10:33.794,0.07,-0.01,-0.7,0.703562364
'2025-08-11 20:10:33.800,0.07,-0.01,-0.7,0.703562364
'2025-08-11 20:10:33.806,0.07,-0.01,-0.7,0.703562364
'2025-08-11 20:10:33.813,0.07,-0.01,-0.7,0.703562364
'2025-08-11 20:10:33.820,0.07,-0.01,-0.69,0.693613725
'2025-08-11 20:10:33.826,0.07,-0.01,-0.69,0.693613725
'2025-08-11 20:10:33.833,0.07,-0.01,-0.69,0.693613725
'2025-08-11 20:10:33.839,0.07,-0.01,-0.68,0.683666585
'2025-08-11 20:10:33.845,0.07,-0.01,-0.68,0.683666585
'2025-08-11 20:10:33.853,0.08,-0.01,-0.68,0.684762733
'2025-08-11 20:10:33.859,0.08,-0.01,-0.68,0.684762733
'2025-08-11 20:10:33.866,0.08,-0.01,-0.68,0.684762733
'2025-08-11 20:10:33.873,0.08,-0.01,-0.68,0.684762733
'2025-08-11 20:10:33.880,0.08,-0.01,-0.68,0.684762733
'2025-08-11 20:10:33.887,0.08,-0.01,-0.68,0.684762733
'2025-08-11 20:10:33.896,0.08,-0.01,-0.68,0.684762733
'2025-08-11 20:10:33.902,0.08,-0.01,-0.68,0.684762733
'2025-08-11 20:10:33.909,0.09,-0.01,-0.68,0.686002915
'2025-08-11 20:10:33.916,0.09,-0.01,-0.68,0.686002915
'2025-08-11 20:10:33.922,0.09,-0.01,-0.68,0.686002915
'2025-08-11 20:10:33.929,0.09,-0.01,-0.68,0.686002915
'2025-08-11 20:10:33.935,0.09,-0.01,-0.69,0.695916662
'2025-08-11 20:10:33.942,0.09,-0.01,-0.69,0.695916662
'2025-08-11 20:10:33.948,0.09,-0.01,-0.69,0.695916662
'2025-08-11 20:10:33.954,0.09,-0.01,-0.69,0.695916662
'2025-08-11 20:10:33.960,0.09,-0.01,-0.69,0.695916662
'2025-08-11 20:10:33.967,0.09,-0.01,-0.69,0.695916662
'2025-08-11 20:10:33.974,0.09,-0.02,-0.69,0.696132171
'2025-08-11 20:10:33.980,0.09,-0.02,-0.69,0.696132171
'2025-08-11 20:10:33.986,0.09,-0.02,-0.69,0.696132171
'2025-08-11 20:10:33.993,0.09,-0.02,-0.69,0.696132171
'2025-08-11 20:10:33.999,0.09,-0.02,-0.69,0.696132171
'2025-08-11 20:10:34.006,0.09,-0.02,-0.69,0.696132171
'2025-08-11 20:10:34.012,0.09,-0.02,-0.69,0.696132171
'2025-08-11 20:10:34.019,0.09,-0.02,-0.69,0.696132171
'2025-08-11 20:10:34.025,0.09,-0.02,-0.7,0.706045324
'2025-08-11 20:10:34.032,0.09,-0.02,-0.71,0.715960893
'2025-08-11 20:10:34.038,0.09,-0.02,-0.71,0.715960893
'2025-08-11 20:10:34.044,0.09,-0.02,-0.71,0.715960893
'2025-08-11 20:10:34.051,0.09,-0.02,-0.72,0.725878778
'2025-08-11 20:10:34.057,0.09,-0.02,-0.72,0.725878778
'2025-08-11 20:10:34.063,0.09,-0.03,-0.72,0.726223106
'2025-08-11 20:10:34.069,0.09,-0.03,-0.72,0.726223106
'2025-08-11 20:10:34.076,0.09,-0.03,-0.72,0.726223106
'2025-08-11 20:10:34.082,0.09,-0.03,-0.72,0.726223106
'2025-08-11 20:10:34.089,0.09,-0.03,-0.72,0.726223106
'2025-08-11 20:10:34.095,0.09,-0.03,-0.72,0.726223106
'2025-08-11 20:10:34.101,0.09,-0.03,-0.72,0.726223106
'2025-08-11 20:10:34.108,0.09,-0.03,-0.72,0.726223106
'2025-08-11 20:10:34.114,0.08,-0.03,-0.72,0.725051722
'2025-08-11 20:10:34.120,0.08,-0.03,-0.72,0.725051722
'2025-08-11 20:10:34.126,0.08,-0.03,-0.72,0.725051722
'2025-08-11 20:10:34.133,0.08,-0.03,-0.71,0.715122367
'2025-08-11 20:10:34.139,0.08,-0.03,-0.71,0.715122367
'2025-08-11 20:10:34.145,0.08,-0.03,-0.71,0.715122367
'2025-08-11 20:10:34.151,0.07,-0.03,-0.71,0.714072825
'2025-08-11 20:10:34.158,0.07,-0.03,-0.71,0.714072825
'2025-08-11 20:10:34.164,0.07,-0.03,-0.71,0.714072825
'2025-08-11 20:10:34.170,0.07,-0.03,-0.71,0.714072825
'2025-08-11 20:10:34.177,0.07,-0.03,-0.71,0.714072825
'2025-08-11 20:10:34.183,0.06,-0.03,-0.71,0.713161973
'2025-08-11 20:10:34.190,0.06,-0.03,-0.71,0.713161973
'2025-08-11 20:10:34.196,0.06,-0.03,-0.71,0.713161973
'2025-08-11 20:10:34.203,0.06,-0.03,-0.71,0.713161973
'2025-08-11 20:10:34.209,0.06,-0.03,-0.71,0.713161973
'2025-08-11 20:10:34.216,0.06,-0.03,-0.71,0.713161973
'2025-08-11 20:10:34.222,0.06,-0.03,-0.71,0.713161973
'2025-08-11 20:10:34.228,0.06,-0.03,-0.71,0.713161973
'2025-08-11 20:10:34.235,0.06,-0.03,-0.71,0.713161973
'2025-08-11 20:10:34.242,0.05,-0.03,-0.71,0.712390342
'2025-08-11 20:10:34.249,0.05,-0.03,-0.71,0.712390342
'2025-08-11 20:10:34.255,0.05,-0.03,-0.71,0.712390342
'2025-08-11 20:10:34.261,0.05,-0.03,-0.71,0.712390342
'2025-08-11 20:10:34.268,0.05,-0.03,-0.7,0.702424373
'2025-08-11 20:10:34.274,0.05,-0.03,-0.7,0.702424373
'2025-08-11 20:10:34.279,0.05,-0.03,-0.69,0.692459385
'2025-08-11 20:10:34.288,0.05,-0.03,-0.69,0.692459385
'2025-08-11 20:10:34.295,0.05,-0.03,-0.68,0.682495421
'2025-08-11 20:10:34.302,0.04,-0.03,-0.67,0.671863081
'2025-08-11 20:10:34.309,0.04,-0.03,-0.67,0.671863081
'2025-08-11 20:10:34.315,0.04,-0.03,-0.67,0.671863081
'2025-08-11 20:10:34.321,0.04,-0.03,-0.67,0.671863081
'2025-08-11 20:10:34.328,0.04,-0.03,-0.68,0.681835757
'2025-08-11 20:10:34.336,0.04,-0.03,-0.68,0.681835757
'2025-08-11 20:10:34.342,0.04,-0.03,-0.69,0.691809222
'2025-08-11 20:10:34.348,0.03,-0.03,-0.69,0.691303117
'2025-08-11 20:10:34.354,0.03,-0.03,-0.69,0.691303117
'2025-08-11 20:10:34.362,0.03,-0.03,-0.69,0.691303117
'2025-08-11 20:10:34.368,0.03,-0.03,-0.69,0.691303117
'2025-08-11 20:10:34.374,0.03,-0.03,-0.69,0.691303117
'2025-08-11 20:10:34.380,0.03,-0.03,-0.69,0.691303117
'2025-08-11 20:10:34.387,0.03,-0.03,-0.7,0.701284536
'2025-08-11 20:10:34.393,0.03,-0.03,-0.7,0.701284536
'2025-08-11 20:10:34.400,0.02,-0.03,-0.7,0.700927956
'2025-08-11 20:10:34.406,0.02,-0.03,-0.7,0.700927956
'2025-08-11 20:10:34.412,0.02,-0.03,-0.7,0.700927956
'2025-08-11 20:10:34.419,0.02,-0.02,-0.7,0.700571196
'2025-08-11 20:10:34.426,0.02,-0.02,-0.7,0.700571196
'2025-08-11 20:10:34.432,0.02,-0.02,-0.71,0.710563157
'2025-08-11 20:10:34.438,0.02,-0.02,-0.71,0.710563157
'2025-08-11 20:10:34.445,0.02,-0.02,-0.71,0.710563157
'2025-08-11 20:10:34.451,0.03,-0.02,-0.71,0.710914903
'2025-08-11 20:10:34.458,0.03,-0.02,-0.7,0.700927956
'2025-08-11 20:10:34.464,0.03,-0.02,-0.7,0.700927956
'2025-08-11 20:10:34.471,0.03,-0.02,-0.7,0.700927956
'2025-08-11 20:10:34.478,0.03,-0.02,-0.7,0.700927956
'2025-08-11 20:10:34.484,0.03,-0.02,-0.7,0.700927956
'2025-08-11 20:10:34.494,0.03,-0.02,-0.69,0.690941387
'2025-08-11 20:10:34.500,0.03,-0.02,-0.69,0.690941387
'2025-08-11 20:10:34.507,0.03,-0.02,-0.69,0.690941387
'2025-08-11 20:10:34.513,0.03,-0.02,-0.69,0.690941387
'2025-08-11 20:10:34.520,0.03,-0.02,-0.69,0.690941387
'2025-08-11 20:10:34.526,0.03,-0.02,-0.69,0.690941387
'2025-08-11 20:10:34.532,0.02,-0.02,-0.69,0.690579467
'2025-08-11 20:10:34.539,0.02,-0.02,-0.69,0.690579467
'2025-08-11 20:10:34.545,0.02,-0.02,-0.69,0.690579467
'2025-08-11 20:10:34.552,0.02,-0.02,-0.69,0.690579467
'2025-08-11 20:10:34.558,0.02,-0.02,-0.69,0.690579467
'2025-08-11 20:10:34.565,0.02,-0.02,-0.69,0.690579467
'2025-08-11 20:10:34.571,0.02,-0.01,-0.69,0.690362224
'2025-08-11 20:10:34.577,0.02,-0.01,-0.69,0.690362224
'2025-08-11 20:10:34.584,0.02,-0.01,-0.69,0.690362224
'2025-08-11 20:10:34.590,0.02,-0.01,-0.69,0.690362224
'2025-08-11 20:10:34.596,0.02,-0.01,-0.7,0.700357052
'2025-08-11 20:10:34.603,0.02,-0.01,-0.7,0.700357052
'2025-08-11 20:10:34.609,0.02,-0.01,-0.7,0.700357052
'2025-08-11 20:10:34.616,0.02,-0.01,-0.7,0.700357052
'2025-08-11 20:10:34.623,0.02,-0.01,-0.7,0.700357052
'2025-08-11 20:10:34.629,0.03,-0.01,-0.7,0.700713922
'2025-08-11 20:10:34.635,0.03,-0.01,-0.7,0.700713922
'2025-08-11 20:10:34.642,0.03,-0.01,-0.71,0.710703876
'2025-08-11 20:10:34.648,0.03,-0.01,-0.71,0.710703876
'2025-08-11 20:10:34.655,0.03,-0.01,-0.71,0.710703876
'2025-08-11 20:10:34.661,0.03,-0.01,-0.71,0.710703876
'2025-08-11 20:10:34.668,0.03,-0.01,-0.71,0.710703876
'2025-08-11 20:10:34.674,0.03,-0.01,-0.7,0.700713922
'2025-08-11 20:10:34.680,0.03,-0.01,-0.7,0.700713922
'2025-08-11 20:10:34.686,0.04,-0.01,-0.7,0.701213234
'2025-08-11 20:10:34.693,0.04,-0.01,-0.7,0.701213234
'2025-08-11 20:10:34.699,0.04,-0.01,-0.7,0.701213234
'2025-08-11 20:10:34.706,0.04,-0.01,-0.71,0.711196175
'2025-08-11 20:10:34.712,0.03,-0.01,-0.71,0.710703876
'2025-08-11 20:10:34.718,0.03,-0.01,-0.71,0.710703876
'2025-08-11 20:10:34.725,0.03,-0.01,-0.71,0.710703876
'2025-08-11 20:10:34.731,0.03,-0.01,-0.71,0.710703876
'2025-08-11 20:10:34.738,0.03,0.01,-0.71,0.710703876
'2025-08-11 20:10:34.744,0.03,0.01,-0.71,0.710703876
'2025-08-11 20:10:34.750,0.03,0.01,-0.71,0.710703876
'2025-08-11 20:10:34.757,0.03,0.01,-0.7,0.700713922
'2025-08-11 20:10:34.763,0.03,0.01,-0.69,0.690724258
'2025-08-11 20:10:34.770,0.03,0.01,-0.69,0.690724258
'2025-08-11 20:10:34.776,0.03,0.01,-0.68,0.680734897
'2025-08-11 20:10:34.782,0.03,0.01,-0.68,0.680734897
'2025-08-11 20:10:34.790,0.03,0.01,-0.68,0.680734897
'2025-08-11 20:10:34.797,0.03,0.01,-0.68,0.680734897
'2025-08-11 20:10:34.803,0.03,0.01,-0.68,0.680734897
'2025-08-11 20:10:34.810,0.04,0.01,-0.68,0.681248853
'2025-08-11 20:10:34.816,0.04,0.01,-0.69,0.691230786
'2025-08-11 20:10:34.823,0.04,0.01,-0.69,0.691230786
'2025-08-11 20:10:34.829,0.04,0.01,-0.69,0.691230786
'2025-08-11 20:10:34.835,0.04,0.01,-0.69,0.691230786
'2025-08-11 20:10:34.842,0.05,0.01,-0.69,0.691881493
'2025-08-11 20:10:34.848,0.05,0.01,-0.69,0.691881493
'2025-08-11 20:10:34.854,0.05,0.01,-0.69,0.691881493
'2025-08-11 20:10:34.861,0.05,0.01,-0.69,0.691881493
'2025-08-11 20:10:34.867,0.05,0.01,-0.7,0.701854686
'2025-08-11 20:10:34.874,0.05,0.01,-0.7,0.701854686
'2025-08-11 20:10:34.883,0.05,0.01,-0.7,0.701854686
'2025-08-11 20:10:34.889,0.05,0.01,-0.7,0.701854686
'2025-08-11 20:10:34.897,0.05,0.01,-0.7,0.701854686
'2025-08-11 20:10:34.904,0.05,0.01,-0.7,0.701854686
'2025-08-11 20:10:34.910,0.05,0.01,-0.71,0.711828631
'2025-08-11 20:10:34.917,0.05,0.01,-0.71,0.711828631
'2025-08-11 20:10:34.924,0.05,0.01,-0.71,0.711828631
'2025-08-11 20:10:34.930,0.05,0.01,-0.71,0.711828631
'2025-08-11 20:10:34.937,0.05,0.01,-0.71,0.711828631
'2025-08-11 20:10:34.944,0.05,0.01,-0.71,0.711828631
'2025-08-11 20:10:34.951,0.05,0.01,-0.71,0.711828631
'2025-08-11 20:10:34.957,0.05,0.01,-0.71,0.711828631
'2025-08-11 20:10:34.964,0.05,0.01,-0.71,0.711828631
'2025-08-11 20:10:34.971,0.05,0.01,-0.71,0.711828631
'2025-08-11 20:10:34.978,0.05,0.01,-0.71,0.711828631
'2025-08-11 20:10:34.984,0.05,0.01,-0.71,0.711828631
'2025-08-11 20:10:34.991,0.05,0.01,-0.71,0.711828631
'2025-08-11 20:10:34.998,0.05,0.01,-0.71,0.711828631
'2025-08-11 20:10:35.004,0.05,0.01,-0.71,0.711828631
'2025-08-11 20:10:35.010,0.05,0.01,-0.71,0.711828631
'2025-08-11 20:10:35.017,0.05,0.01,-0.71,0.711828631
'2025-08-11 20:10:35.023,0.05,0.01,-0.71,0.711828631
'2025-08-11 20:10:35.029,0.05,0.01,-0.7,0.701854686
'2025-08-11 20:10:35.035,0.05,0.01,-0.71,0.711828631
'2025-08-11 20:10:35.041,0.05,0.01,-0.71,0.711828631
'2025-08-11 20:10:35.048,0.05,0.01,-0.71,0.711828631
'2025-08-11 20:10:35.054,0.05,0.01,-0.71,0.711828631
'2025-08-11 20:10:35.061,0.05,0.01,-0.71,0.711828631
'2025-08-11 20:10:35.067,0.05,0.01,-0.71,0.711828631
'2025-08-11 20:10:35.074,0.04,0.01,-0.72,0.721179589
'2025-08-11 20:10:35.081,0.04,0.01,-0.74,0.741147759
'2025-08-11 20:10:35.087,0.05,0.01,-0.77,0.771686465
'2025-08-11 20:10:35.093,0.05,0.01,-0.88,0.881476035
'2025-08-11 20:10:35.100,0.05,0.01,-0.92,0.92141196
'2025-08-11 20:10:35.106,0.05,0,-0.96,0.961301201
'2025-08-11 20:10:35.113,0.05,0,-0.99,0.991261822
'2025-08-11 20:10:35.119,0.05,0,-1.03,1.031212878
'2025-08-11 20:10:35.126,0.05,0,-1.04,1.041201229
'2025-08-11 20:10:35.132,0.05,0,-1.05,1.051189802
'2025-08-11 20:10:35.139,0.05,0,-1.07,1.071167587
'2025-08-11 20:10:35.146,0.05,0,-1.08,1.081156788
'2025-08-11 20:10:35.152,0.05,0,-1.08,1.081156788
'2025-08-11 20:10:35.159,0.05,0,-1.08,1.081156788
'2025-08-11 20:10:35.166,0.05,0,-1.08,1.081156788
'2025-08-11 20:10:35.173,0.05,-0.01,-1.07,1.071214264
'2025-08-11 20:10:35.179,0.05,-0.01,-1.08,1.081203034
'2025-08-11 20:10:35.185,0.05,-0.01,-1.08,1.081203034
'2025-08-11 20:10:35.192,0.05,-0.01,-1.08,1.081203034
'2025-08-11 20:10:35.198,0.05,-0.01,-1.09,1.091192009
'2025-08-11 20:10:35.204,0.05,-0.01,-1.09,1.091192009
'2025-08-11 20:10:35.211,0.05,-0.01,-1.09,1.091192009
'2025-08-11 20:10:35.217,0.05,-0.01,-1.09,1.091192009
'2025-08-11 20:10:35.224,0.05,-0.01,-1.09,1.091192009
'2025-08-11 20:10:35.230,0.05,-0.01,-1.09,1.091192009
'2025-08-11 20:10:35.237,0.04,-0.01,-1.09,1.090779538
'2025-08-11 20:10:35.243,0.04,-0.01,-1.1,1.100772456
'2025-08-11 20:10:35.250,0.04,-0.01,-1.1,1.100772456
'2025-08-11 20:10:35.255,0.04,-0.01,-1.1,1.100772456
'2025-08-11 20:10:35.261,0.04,-0.01,-1.09,1.090779538
'2025-08-11 20:10:35.267,0.03,-0.01,-1.09,1.090458619
'2025-08-11 20:10:35.274,0.03,-0.01,-1.1,1.100454452
'2025-08-11 20:10:35.281,0.03,-0.01,-1.1,1.100454452
'2025-08-11 20:10:35.289,0.03,-0.01,-1.1,1.100454452
'2025-08-11 20:10:35.299,0.03,-0.01,-1.1,1.100454452
'2025-08-11 20:10:35.307,0.03,-0.01,-1.09,1.090458619
'2025-08-11 20:10:35.314,0.03,-0.01,-1.09,1.090458619
'2025-08-11 20:10:35.320,0.03,-0.01,-1.1,1.100454452
'2025-08-11 20:10:35.326,0.03,-0.02,-1.1,1.10059075
